"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
4.845111161E0,-5.797106624E-1,-7.709113359E-1,7.536544204E-1,1.224076683E0
4.847323973E0,-6.151408553E-1,-7.159335017E-1,7.035635114E-1,1.177268306E0
4.849536786E0,-6.469057798E-1,-6.646208763E-1,6.522508860E-1,1.133860316E0
4.851749598E0,-6.774490476E-1,-6.181951761E-1,5.997164845E-1,1.095793023E0
4.853962411E0,-7.043271065E-1,-5.754346251E-1,5.496255755E-1,1.062680551E0
4.856175171E0,-7.299833894E-1,-5.387827158E-1,4.995346665E-1,1.035711083E0
4.858387984E0,-7.519745231E-1,-5.045742989E-1,4.531089365E-1,1.012604866E0
4.860602984E0,-7.764091492E-1,-4.789179862E-1,4.103484154E-1,1.000279674E0
4.862813609E0,-7.959567904E-1,-4.495964646E-1,3.700313270E-1,9.862085866E-1
4.865026421E0,-8.155044913E-1,-4.276053309E-1,3.321577311E-1,9.788884782E-1
4.867239182E0,-8.326086998E-1,-4.056142271E-1,2.991710305E-1,9.732746034E-1
4.869451994E0,-8.509346247E-1,-3.897317350E-1,2.710712552E-1,9.744024765E-1
4.871664807E0,-8.692606091E-1,-3.775144219E-1,2.490801066E-1,9.798836895E-1
4.873877619E0,-8.851430416E-1,-3.689623177E-1,2.295324355E-1,9.860509799E-1
4.876090432E0,-9.010255337E-1,-3.616319597E-1,2.173151523E-1,9.949123389E-1
4.878307098E0,-9.144645929E-1,-3.640754223E-1,2.075413018E-1,1.005917391E0
4.880516005E0,-9.279035926E-1,-3.677406013E-1,2.038761228E-1,1.018726509E0
4.882728817E0,-9.364557266E-1,-3.775144219E-1,2.038761228E-1,1.030064047E0
4.884941630E0,-9.450078011E-1,-3.921751976E-1,2.075413018E-1,1.043989713E0
4.887154442E0,-9.523382187E-1,-4.129445851E-1,2.112064958E-1,1.059282539E0
4.889367255E0,-9.584468603E-1,-4.361574650E-1,2.197586000E-1,1.075707935E0
4.891580015E0,-9.633337855E-1,-4.642572403E-1,2.270889878E-1,1.093213692E0
4.893792828E0,-9.682206511E-1,-4.935787320E-1,2.368628234E-1,1.112283773E0
4.896011838E0,-9.718858600E-1,-5.253437161E-1,2.466366589E-1,1.131979587E0
4.898218453E0,-9.767727852E-1,-5.534434915E-1,2.564104795E-1,1.151577660E0
4.900431265E0,-9.792162180E-1,-5.790998340E-1,2.649625838E-1,1.168086551E0
4.902644026E0,-9.828814268E-1,-5.998691916E-1,2.771798968E-1,1.184368035E0
4.904856890E0,-9.877683520E-1,-6.133082509E-1,2.881754637E-1,1.197864110E0
4.907069651E0,-9.889900684E-1,-6.206386089E-1,3.003927469E-1,1.205624088E0
4.909282463E0,-9.938769937E-1,-6.230821013E-1,3.126100600E-1,1.213980162E0
4.911495276E0,-9.938769937E-1,-6.194168925E-1,3.223838806E-1,1.214660501E0
4.913708088E0,-9.963204265E-1,-6.169734001E-1,3.297142684E-1,1.217383287E0
4.915920901E0,-1.001207352E0,-6.084213257E-1,3.358229101E-1,1.218757440E0
4.918133713E0,-1.006094337E0,-6.023126841E-1,3.394880891E-1,1.220761462E0
4.920346473E0,-1.012202978E0,-5.949822664E-1,3.407098353E-1,1.222555503E0
4.922559286E0,-1.019533277E0,-5.876519084E-1,3.382663727E-1,1.224421090E0
4.924772098E0,-1.030528903E0,-5.839866996E-1,3.321577311E-1,1.230186589E0
4.926984911E0,-1.043967962E0,-5.827649832E-1,3.199404180E-1,1.237677665E0
4.929197671E0,-1.058628678E0,-5.803215504E-1,3.052796721E-1,1.245256383E0
4.931410536E0,-1.078176379E0,-5.778780580E-1,2.857320011E-1,1.256204653E0
4.933623296E0,-1.098945737E0,-5.742129087E-1,2.649625838E-1,1.267914574E0
4.935836109E0,-1.123380303E0,-5.742129087E-1,2.393062711E-1,1.284122760E0
4.938048921E0,-1.150258422E0,-5.717694163E-1,2.148716897E-1,1.302376499E0
4.940261734E0,-1.179579854E0,-5.705476999E-1,1.879936308E-1,1.323735213E0
4.942474494E0,-1.207679629E0,-5.693259835E-1,1.623373181E-1,1.344981623E0
4.944687307E0,-1.239444613E0,-5.693259835E-1,1.391244531E-1,1.371025397E0
4.946900119E0,-1.271209598E0,-5.668824911E-1,1.146898642E-1,1.396597066E0
4.949112932E0,-1.304196358E0,-5.656607747E-1,9.269873053E-2,1.424602859E0
4.951325744E0,-1.337182999E0,-5.607738495E-1,7.070759684E-2,1.451731809E0
4.953538557E0,-1.367726207E0,-5.510000587E-1,4.871646687E-2,1.475347192E0
4.955751369E0,-1.400712967E0,-5.412262082E-1,2.794706449E-2,1.501900017E0
4.957964130E0,-1.432477951E0,-5.302306414E-1,5.955931731E-3,1.527472778E0
4.960176942E0,-1.461799383E0,-5.229002237E-1,-1.237001177E-2,1.552557599E0
4.962389755E0,-1.491120934E0,-5.167915821E-1,-3.436114267E-2,1.578510649E0
4.964602567E0,-1.515555501E0,-5.094612241E-1,-5.268708616E-2,1.599760965E0
4.966820640E0,-1.543655276E0,-5.082395077E-1,-7.101303339E-2,1.626721199E0
4.969028140E0,-1.569311619E0,-5.082395077E-1,-8.689551800E-2,1.651846599E0
4.971240953E0,-1.593746185E0,-5.119046569E-1,-9.911280870E-2,1.676871083E0
4.973453765E0,-1.613293886E0,-5.204567909E-1,-1.137735620E-1,1.698981123E0
4.975666578E0,-1.632841587E0,-5.302306414E-1,-1.247691289E-1,1.721302855E0
4.977879390E0,-1.652389288E0,-5.448913574E-1,-1.369864196E-1,1.745297175E0
4.980092203E0,-1.667050004E0,-5.595521331E-1,-1.467602700E-1,1.764565919E0
4.982305015E0,-1.680489063E0,-5.827649832E-1,-1.553123742E-1,1.785435647E0
4.984517776E0,-1.691484571E0,-6.047561169E-1,-1.614210159E-1,1.803581647E0
4.986730588E0,-1.701258421E0,-6.291907430E-1,-1.687513888E-1,1.821712995E0
4.988943401E0,-1.711032271E0,-6.548470259E-1,-1.736383140E-1,1.840273438E0
4.991156213E0,-1.714697480E0,-6.805033684E-1,-1.785252392E-1,1.853414024E0
4.993369026E0,-1.722027779E0,-7.049379349E-1,-1.809686869E-1,1.869509783E0
4.995581838E0,-1.724471331E0,-7.281508446E-1,-1.846338809E-1,1.880982374E0
4.997794598E0,-1.724471331E0,-7.513636947E-1,-1.858556122E-1,1.890209269E0
5.000009078E0,-1.725692987E0,-7.733548284E-1,-1.895207912E-1,1.900529428E0
5.002220223E0,-1.724471331E0,-7.953459620E-1,-1.944077164E-1,1.908971170E0
5.004433036E0,-1.724471331E0,-8.185588121E-1,-2.005163580E-1,1.919387066E0
5.006645848E0,-1.722027779E0,-8.356630206E-1,-2.054032832E-1,1.925072171E0
5.008858661E0,-1.718362570E0,-8.539889455E-1,-2.139553875E-1,1.930762530E0
5.011071473E0,-1.713475704E0,-8.674280047E-1,-2.237292230E-1,1.933516252E0
5.013284234E0,-1.707367063E0,-8.833104968E-1,-2.371682525E-1,1.936901779E0
5.015497046E0,-1.700036645E0,-8.930842876E-1,-2.506072819E-1,1.936628036E0
5.017709859E0,-1.690262794E0,-8.967494965E-1,-2.677114904E-1,1.932050055E0
5.019922671E0,-1.681710720E0,-8.991929293E-1,-2.860374451E-1,1.928345480E0
5.022135484E0,-1.671936870E0,-8.991929293E-1,-3.092502952E-1,1.923423137E0
5.024348296E0,-1.664606571E0,-8.906408548E-1,-3.312414289E-1,1.916736042E0
5.026561057E0,-1.653610945E0,-8.808670044E-1,-3.593412042E-1,1.907742629E0
5.028773869E0,-1.641393661E0,-8.662062287E-1,-3.837758005E-1,1.895196625E0
5.030986682E0,-1.629176378E0,-8.491020203E-1,-4.082103968E-1,1.881973868E0
5.033199494E0,-1.614515662E0,-8.295543790E-1,-4.375318885E-1,1.867151693E0
5.035412307E0,-1.599854827E0,-8.087849617E-1,-4.607447684E-1,1.850933365E0
5.037625119E0,-1.586415887E0,-7.880155444E-1,-4.851793647E-1,1.836595459E0
5.039837932E0,-1.575420260E0,-7.648026943E-1,-5.108356476E-1,1.824232775E0
5.042050692E0,-1.564424753E0,-7.428115606E-1,-5.352702737E-1,1.812652225E0
5.044263505E0,-1.557094336E0,-7.208204269E-1,-5.621483326E-1,1.805584561E0
5.046476317E0,-1.549763918E0,-6.976075768E-1,-5.878046155E-1,1.798315545E0
5.048689130E0,-1.543655276E0,-6.780598760E-1,-6.171261668E-1,1.795405668E0
5.050901942E0,-1.539990067E0,-6.560688019E-1,-6.427824497E-1,1.793088107E0
5.053114703E0,-1.537546635E0,-6.389645338E-1,-6.708822250E-1,1.795106763E0
5.055327515E0,-1.533881426E0,-6.218603253E-1,-7.014254928E-1,1.797637398E0
5.057540328E0,-1.532659769E0,-6.108647585E-1,-7.295252681E-1,1.803998015E0
5.059753192E0,-1.535103202E0,-6.023126841E-1,-7.588467598E-1,1.815260536E0
5.061965953E0,-1.539990067E0,-5.949822664E-1,-7.893900275E-1,1.829948065E0
5.064178765E0,-1.548542261E0,-5.925388336E-1,-8.187115192E-1,1.849154930E0
5.066391578E0,-1.560759544E0,-5.974257588E-1,-8.492547870E-1,1.874599047E0
5.068613921E0,-1.577863693E0,-6.035344005E-1,-8.785762787E-1,1.904154375E0
5.070817203E0,-1.597411394E0,-6.120865345E-1,-9.091194868E-1,1.937232905E0
5.073029963E0,-1.623067737E0,-6.218603253E-1,-9.408844709E-1,1.976441937E0
5.075242776E0,-1.658497930E0,-6.267472506E-1,-9.750928879E-1,2.023421271E0
5.077455588E0,-1.692706347E0,-6.267472506E-1,-1.009301305E0,2.068031918E0
5.079668401E0,-1.734245062E0,-6.243038177E-1,-1.045953274E0,2.119287485E0
5.081881213E0,-1.779449105E0,-6.206386089E-1,-1.082605124E0,2.173399470E0
5.084093973E0,-1.830761790E0,-6.181951761E-1,-1.121700406E0,2.234293134E0
5.086314286E0,-1.884517789E0,-6.169734001E-1,-1.157130599E0,2.295869050E0
5.088519598E0,-1.939495683E0,-6.194168925E-1,-1.191339016E0,2.358942441E0
5.090732411E0,-1.996917009E0,-6.218603253E-1,-1.221882224E0,2.422268353E0
5.092945223E0,-2.055559874E0,-6.230821013E-1,-1.254868984E0,2.487620121E0
5.095158036E0,-2.112981319E0,-6.218603253E-1,-1.282968760E0,2.549001600E0
5.097370796E0,-2.169180870E0,-6.145299673E-1,-1.304959893E0,2.604978513E0
5.099583661E0,-2.221715212E0,-6.023126841E-1,-1.328172803E0,2.657600806E0
5.101796421E0,-2.271806002E0,-5.864301920E-1,-1.345276952E0,2.704583694E0
5.104009234E0,-2.314566612E0,-5.668824911E-1,-1.359937668E0,2.743720981E0
5.106222046E0,-2.353662014E0,-5.497782826E-1,-1.372155070E0,2.779350747E0
5.108434859E0,-2.386648655E0,-5.314523578E-1,-1.379485369E0,2.807403301E0
5.110647671E0,-2.414748430E0,-5.180133581E-1,-1.383150578E0,2.830627729E0
5.112860432E0,-2.436739683E0,-5.131264329E-1,-1.381928802E0,2.847933678E0
5.115073244E0,-2.456287384E0,-5.106829405E-1,-1.378263712E0,2.862473692E0
5.117286057E0,-2.469726324E0,-5.167915821E-1,-1.367268085E0,2.869850810E0
5.119498869E0,-2.481943607E0,-5.241219997E-1,-1.356272578E0,2.876494959E0
5.121711682E0,-2.486830473E0,-5.326740742E-1,-1.341611743E0,2.875411195E0
5.123924494E0,-2.491717339E0,-5.412262082E-1,-1.323285818E0,2.872745457E0
5.126137307E0,-2.491717339E0,-5.485565662E-1,-1.302516460E0,2.864632390E0
5.128350067E0,-2.488052130E0,-5.558869243E-1,-1.281746984E0,2.853469643E0
5.130562932E0,-2.484387159E0,-5.595521331E-1,-1.264642835E0,2.843343041E0
5.132775692E0,-2.475834846E0,-5.681042671E-1,-1.241429925E0,2.827304176E0
5.134988505E0,-2.463617563E0,-5.766563416E-1,-1.223104000E0,2.810325147E0
5.137201317E0,-2.447735071E0,-5.827649832E-1,-1.202334642E0,2.788661076E0
5.139414130E0,-2.430630922E0,-5.900954008E-1,-1.181565166E0,2.766274662E0
5.141626942E0,-2.409861565E0,-5.937605500E-1,-1.163239241E0,2.741005269E0
5.143839755E0,-2.385426998E0,-5.937605500E-1,-1.141248107E0,2.710214161E0
5.146052515E0,-2.359770536E0,-5.925388336E-1,-1.118035316E0,2.677615025E0
5.148265328E0,-2.332892656E0,-5.839866996E-1,-1.094822407E0,2.642359687E0
5.150478140E0,-2.302349329E0,-5.717694163E-1,-1.074053049E0,2.604097281E0
5.152690953E0,-2.273027897E0,-5.546652079E-1,-1.049618363E0,2.564372832E0
5.154903765E0,-2.242484570E0,-5.338957906E-1,-1.028849006E0,2.524343882E0
5.157116526E0,-2.213163137E0,-5.119046569E-1,-1.009301305E0,2.485724557E0
5.159329338E0,-2.183841705E0,-4.886918366E-1,-9.885319471E-1,2.446462694E0
5.161542203E0,-2.156963587E0,-4.642572403E-1,-9.702059627E-1,2.410254408E0
5.163754963E0,-2.131307125E0,-4.386008978E-1,-9.531017542E-1,2.375551255E0
5.165967776E0,-2.105650902E0,-4.166097939E-1,-9.396627545E-1,2.343137967E0
5.168180588E0,-2.082437992E0,-3.958403766E-1,-9.262236953E-1,2.313250511E0
5.170393401E0,-2.061668634E0,-3.762927055E-1,-9.140064120E-1,2.286368623E0
5.172612151E0,-2.042120934E0,-3.616319597E-1,-9.030108452E-1,2.261960249E0
5.174819026E0,-2.023795128E0,-3.469711840E-1,-8.944587708E-1,2.239685740E0
5.177031786E0,-2.009134293E0,-3.310887218E-1,-8.846849203E-1,2.220114356E0
5.179244598E0,-1.993251801E0,-3.127627671E-1,-8.761327863E-1,2.199654961E0
5.181457411E0,-1.979812741E0,-2.944368124E-1,-8.639155030E-1,2.180069156E0
5.183670223E0,-1.970038891E0,-2.748891413E-1,-8.541416526E-1,2.164757546E0
5.185883036E0,-1.959043384E0,-2.590066791E-1,-8.443678617E-1,2.148928227E0
5.188095848E0,-1.954156399E0,-2.431241870E-1,-8.321505189E-1,2.137828592E0
5.190310015E0,-1.948047757E0,-2.296851575E-1,-8.199332356E-1,2.126014075E0
5.192521421E0,-1.939495683E0,-2.211330533E-1,-8.089376688E-1,2.113036555E0
5.194734234E0,-1.934608698E0,-2.064722925E-1,-7.991638184E-1,2.103331745E0
5.196947046E0,-1.932165265E0,-1.942549944E-1,-7.906117439E-1,2.096679409E0
5.199159807E0,-1.929721832E0,-1.771507859E-1,-7.796161771E-1,2.088781974E0
5.201372671E0,-1.926056623E0,-1.576031148E-1,-7.686206102E-1,2.079738085E0
5.203585432E0,-1.924834967E0,-1.368337125E-1,-7.600684762E-1,2.073985825E0
5.205798244E0,-1.923613191E0,-1.123991162E-1,-7.502946854E-1,2.067816090E0
5.208011057E0,-1.923613191E0,-8.674279600E-2,-7.417425513E-1,2.063490740E0
5.210223869E0,-1.926056623E0,-6.230820715E-2,-7.344121933E-1,2.062265186E0
5.212436682E0,-1.927278399E0,-3.665188700E-2,-7.283035517E-1,2.060624045E0
5.214649494E0,-1.928500056E0,-1.221729536E-2,-7.234166265E-1,2.059755652E0
5.216862307E0,-1.932165265E0,1.099556591E-2,-7.221949100E-1,2.062752773E0
5.219075119E0,-1.935830474E0,3.543015569E-2,-7.197514176E-1,2.065608148E0
5.221287880E0,-1.938273907E0,5.986474827E-2,-7.209731340E-1,2.068886605E0
5.223500692E0,-1.940717459E0,8.185587823E-2,-7.270817757E-1,2.074061848E0
5.225713505E0,-1.941939116E0,1.038470119E-1,-7.319687009E-1,2.077905173E0
5.227926317E0,-1.939495683E0,1.246164143E-1,-7.405208349E-1,2.079794187E0
5.230139130E0,-1.939495683E0,1.453858167E-1,-7.502946854E-1,2.084639694E0
5.232351942E0,-1.938273907E0,1.649334878E-1,-7.612902522E-1,2.088940315E0
5.234564703E0,-1.933387041E0,1.832594275E-1,-7.710640430E-1,2.089523684E0
5.236777515E0,-1.932165265E0,2.028071135E-1,-7.796161771E-1,2.093369227E0
5.238990380E0,-1.923613191E0,2.223547846E-1,-7.857248187E-1,2.089759041E0
5.241203140E0,-1.916282773E0,2.382372618E-1,-7.906117439E-1,2.086615343E0
5.243415953E0,-1.907730699E0,2.528980076E-1,-7.942769527E-1,2.081890895E0
5.245628765E0,-1.890626550E0,2.712239623E-1,-7.918334603E-1,2.067614910E0
5.247841578E0,-1.869857073E0,2.895499170E-1,-7.796161771E-1,2.046461827E0
5.250054390E0,-1.839313865E0,3.078758419E-1,-7.637336850E-1,2.015230054E0
5.252267151E0,-1.802662015E0,3.200931549E-1,-7.368556261E-1,1.973577002E0
5.254479963E0,-1.757457972E0,3.274235129E-1,-7.075341344E-1,1.922620407E0
5.256692828E0,-1.708588839E0,3.310887218E-1,-6.721040010E-1,1.865641806E0
5.258905588E0,-1.660941362E0,3.310887218E-1,-6.330085993E-1,1.808050286E0
5.261118401E0,-1.615737319E0,3.310887218E-1,-5.926915407E-1,1.752572420E0
5.263331213E0,-1.570533395E0,3.359756172E-1,-5.511527658E-1,1.698005928E0
5.265544026E0,-1.532659769E0,3.420842886E-1,-5.096139312E-1,1.650991819E0
5.267756838E0,-1.493564367E0,3.469711840E-1,-4.717403352E-1,1.604263839E0
5.269969598E0,-1.455690742E0,3.518581092E-1,-4.302015305E-1,1.558176184E0
5.272182411E0,-1.421482325E0,3.506363928E-1,-3.923279047E-1,1.515743733E0
5.274395223E0,-1.388495684E0,3.518581092E-1,-3.568977416E-1,1.476177628E0
5.276609442E0,-1.356730700E0,3.481929302E-1,-3.226893246E-1,1.437388225E0
5.278820848E0,-1.331074357E0,3.408625424E-1,-2.945895493E-1,1.405250590E0
5.281033661E0,-1.305418015E0,3.359756172E-1,-2.677114904E-1,1.374287179E0
5.283246473E0,-1.282205224E0,3.274235129E-1,-2.432768941E-1,1.345525935E0
5.285459286E0,-1.260214090E0,3.249800503E-1,-2.225074917E-1,1.320326161E0
5.287672046E0,-1.239444613E0,3.225366175E-1,-2.054032832E-1,1.297090332E0
5.289884859E0,-1.222340465E0,3.262017965E-1,-1.931859851E-1,1.279783047E0
5.292097671E0,-1.202792764E0,3.359756172E-1,-1.821904182E-1,1.262055227E0
5.294310484E0,-1.188132048E0,3.457494676E-1,-1.724165827E-1,1.249371016E0
5.296523296E0,-1.169806004E0,3.604102135E-1,-1.675296724E-1,1.235478773E0
5.298736109E0,-1.155145288E0,3.799578846E-1,-1.638644785E-1,1.227020862E0
5.300948921E0,-1.142928004E0,4.031707644E-1,-1.638644785E-1,1.222981053E0
5.303161682E0,-1.130710721E0,4.288270772E-1,-1.614210159E-1,1.220023008E0
5.305374494E0,-1.122158647E0,4.569268525E-1,-1.638644785E-1,1.222650295E0
5.307587307E0,-1.116050005E0,4.850266278E-1,-1.663079411E-1,1.228200625E0
5.309800119E0,-1.113606453E0,5.106829405E-1,-1.724165827E-1,1.237191932E0
5.312012932E0,-1.114828229E0,5.375609994E-1,-1.797469556E-1,1.250648942E0
5.314225744E0,-1.118493438E0,5.632173419E-1,-1.846338809E-1,1.265832143E0
5.316438557E0,-1.127045512E0,5.913171172E-1,-1.919642538E-1,1.287143269E0
5.318651369E0,-1.135597587E0,6.206386089E-1,-1.980729103E-1,1.309200916E0
5.320864182E0,-1.144149780E0,6.487383842E-1,-2.054032832E-1,1.331214002E0
5.323076942E0,-1.156367064E0,6.768381596E-1,-2.102901936E-1,1.356287818E0
5.325289755E0,-1.171027780E0,7.037162185E-1,-2.151771188E-1,1.383048723E0
5.327502567E0,-1.188132048E0,7.269290686E-1,-2.176205814E-1,1.409766772E0
5.329715380E0,-1.205236197E0,7.525854111E-1,-2.200640440E-1,1.437848140E0
5.331928192E0,-1.222340465E0,7.733548284E-1,-2.225074917E-1,1.463456007E0
5.334141005E0,-1.240666389E0,7.916807532E-1,-2.200640440E-1,1.488099354E0
5.336353765E0,-1.256548882E0,8.075632453E-1,-2.163988501E-1,1.509271993E0
5.338566578E0,-1.273653030E0,8.234457374E-1,-2.139553875E-1,1.531676151E0
5.340779390E0,-1.289535522E0,8.381064534E-1,-2.090684772E-1,1.552106285E0
5.342992203E0,-1.304196358E0,8.478803039E-1,-2.029598206E-1,1.568764430E0
5.345205015E0,-1.316413641E0,8.576541543E-1,-1.944077164E-1,1.583132933E0
5.347417828E0,-1.326187491E0,8.649845123E-1,-1.870773435E-1,1.594355482E0
5.349630640E0,-1.337182999E0,8.723149300E-1,-1.773035079E-1,1.606371141E0
5.351843453E0,-1.344513416E0,8.772017956E-1,-1.663079411E-1,1.613957139E0
5.354056213E0,-1.349400282E0,8.796452880E-1,-1.528689116E-1,1.618031476E0
5.356269026E0,-1.356730700E0,8.808670044E-1,-1.406516135E-1,1.623708024E0
5.358481838E0,-1.361617565E0,8.857539296E-1,-1.235474050E-1,1.629056899E0
5.360694651E0,-1.366504550E0,8.894191384E-1,-1.076649204E-1,1.634011268E0
5.362907463E0,-1.373834848E0,8.967494965E-1,-8.811724186E-2,1.642968806E0
5.365120276E0,-1.378721833E0,9.040798545E-1,-6.734783947E-2,1.650081819E0
5.367333088E0,-1.388495684E0,9.126319885E-1,-4.535670951E-2,1.662189713E0
5.369545848E0,-1.397047758E0,9.272927642E-1,-2.092211880E-2,1.676917423E0
5.371758661E0,-1.408043265E0,9.395100474E-1,1.069013379E-3,1.692709694E0
5.373971473E0,-1.420260668E0,9.529490471E-1,2.550360374E-2,1.710527020E0
5.376184286E0,-1.430034399E0,9.663881063E-1,4.871646687E-2,1.726637672E0
5.378397098E0,-1.437364817E0,9.822705388E-1,7.559451461E-2,1.742580718E0
5.380609911E0,-1.441030025E0,1.004261732E0,9.880737960E-2,1.759224846E0
5.382822723E0,-1.443473458E0,1.028696299E0,1.207985133E-1,1.776632765E0
5.385035484E0,-1.439808249E0,1.056796074E0,1.415679157E-1,1.791621392E0
5.387248296E0,-1.434921384E0,1.087339282E0,1.598938555E-1,1.807449069E0
5.389461109E0,-1.430034399E0,1.114217401E0,1.769980639E-1,1.821484865E0
5.391673921E0,-1.417817116E0,1.141095400E0,1.867718995E-1,1.829532134E0
5.393886734E0,-1.401934624E0,1.164308310E0,1.977674663E-1,1.833070239E0
5.396099546E0,-1.384830475E0,1.182634234E0,2.026543915E-1,1.832334025E0
5.398328921E0,-1.361617565E0,1.203403592E0,2.038761228E-1,1.828591828E0
5.400525171E0,-1.335961223E0,1.222951293E0,2.038761228E-1,1.822626601E0
5.402737932E0,-1.307861447E0,1.243720651E0,2.026543915E-1,1.816152919E0
5.404950796E0,-1.280983448E0,1.265711784E0,1.977674663E-1,1.811644801E0
5.407163557E0,-1.252883673E0,1.293811560E0,1.928805560E-1,1.811316857E0
5.409376369E0,-1.226005554E0,1.321911335E0,1.867718995E-1,1.812573568E0
5.411589182E0,-1.201570988E0,1.356119752E0,1.843284518E-1,1.821211300E0
5.413801994E0,-1.178358197E0,1.391549945E0,1.818849891E-1,1.832490502E0
5.416014807E0,-1.157588720E0,1.429423571E0,1.782197952E-1,1.847978811E0
5.418227619E0,-1.136819363E0,1.469740629E0,1.757763475E-1,1.866385037E0
5.420440432E0,-1.119715095E0,1.514944673E0,1.745546162E-1,1.891900782E0
5.422653192E0,-1.107497811E0,1.562592149E0,1.696676910E-1,1.922766952E0
5.424866005E0,-1.095280528E0,1.612683058E0,1.684459597E-1,1.956721779E0
5.427078817E0,-1.083063245E0,1.666439176E0,1.635590494E-1,1.994190834E0
5.429291630E0,-1.073289394E0,1.718973517E0,1.562286615E-1,2.032542121E0
5.431504442E0,-1.067180753E0,1.770286083E0,1.488982886E-1,2.072428111E0
5.433717255E0,-1.061072111E0,1.817933559E0,1.391244531E-1,2.109528873E0
5.435930067E0,-1.057406902E0,1.869246244E0,1.293506175E-1,2.151493077E0
5.438142880E0,-1.056185246E0,1.912006736E0,1.195767820E-1,2.187600429E0
5.440355640E0,-1.057406902E0,1.951102138E0,1.098029464E-1,2.221928351E0
5.442568453E0,-1.061072111E0,1.984088778E0,1.036942974E-1,2.252384251E0
5.444781265E0,-1.068402529E0,2.014631987E0,1.012508348E-1,2.282647090E0
5.446994078E0,-1.078176379E0,2.037844896E0,9.880737960E-2,2.307604607E0
5.449206890E0,-1.091615319E0,2.058614254E0,9.880737960E-2,2.332226308E0
5.451419703E0,-1.109941363E0,2.070831537E0,1.000291109E-1,2.351663009E0
5.453632515E0,-1.131932378E0,2.073275089E0,1.049160287E-1,2.364476237E0
5.455845276E0,-1.158810496E0,2.069609880E0,1.122464016E-1,2.374600193E0
5.458058088E0,-1.188132048E0,2.056170940E0,1.220202371E-1,2.377895212E0
5.460270953E0,-1.218675256E0,2.042731762E0,1.305723488E-1,2.382219882E0
5.462483713E0,-1.252883673E0,2.020740747E0,1.427896470E-1,2.381910903E0
5.464696526E0,-1.288313866E0,1.997527838E0,1.550069451E-1,2.381994381E0
5.466913140E0,-1.324965715E0,1.970649719E0,1.684459597E-1,2.380623554E0
5.469122151E0,-1.364060998E0,1.941328287E0,1.806632578E-1,2.379507751E0
5.471334963E0,-1.400712967E0,1.910785079E0,1.965457499E-1,2.377336044E0
5.473547776E0,-1.432477951E0,1.882685304E0,2.087630332E-1,2.374885058E0
5.475760536E0,-1.461799383E0,1.854585528E0,2.270889878E-1,2.372322560E0
5.477973348E0,-1.489899158E0,1.827707410E0,2.417497337E-1,2.370391700E0
5.480186161E0,-1.509446859E0,1.800829411E0,2.564104795E-1,2.363717987E0
5.482398973E0,-1.526551127E0,1.778838277E0,2.698495090E-1,2.359542904E0
5.484619234E0,-1.536324978E0,1.766620994E0,2.832885385E-1,2.358282546E0
5.486824598E0,-1.542433619E0,1.758068800E0,2.955058515E-1,2.357378010E0
5.489037411E0,-1.541211843E0,1.753181934E0,3.065013885E-1,2.354341509E0
5.491250223E0,-1.536324978E0,1.754403591E0,3.150535226E-1,2.353186164E0
5.493462984E0,-1.524107575E0,1.760512352E0,3.248273432E-1,2.351131737E0
5.495675848E0,-1.508225083E0,1.771507859E0,3.297142684E-1,2.349828610E0
5.497888609E0,-1.487455726E0,1.784946918E0,3.333794475E-1,2.347275419E0
5.500101421E0,-1.466686368E0,1.798385859E0,3.370446563E-1,2.344986076E0
5.502321682E0,-1.438586593E0,1.813046694E0,3.382663727E-1,2.339036947E0
5.504526994E0,-1.406821609E0,1.827707410E0,3.382663727E-1,2.331112514E0
5.506739859E0,-1.371391416E0,1.842368126E0,3.407098353E-1,2.321878101E0
5.508952671E0,-1.334739566E0,1.858250618E0,3.419315517E-1,2.313340064E0
5.511165432E0,-1.299309373E0,1.875354886E0,3.443750143E-1,2.307326363E0
5.513378296E0,-1.261435747E0,1.890015602E0,3.455967605E-1,2.298437783E0
5.515591057E0,-1.219896913E0,1.904676437E0,3.480401933E-1,2.288465159E0
5.517803869E0,-1.179579854E0,1.915671945E0,3.492619395E-1,2.276662367E0
5.520016682E0,-1.138041139E0,1.924224019E0,3.504836559E-1,2.262877483E0
5.522229494E0,-1.098945737E0,1.935219646E0,3.504836559E-1,2.252908254E0
5.524442307E0,-1.058628678E0,1.941328287E0,3.504836559E-1,2.238814193E0
5.526655119E0,-1.020755053E0,1.943771720E0,3.492619395E-1,2.223099926E0
5.528867932E0,-9.841031432E-1,1.943771720E0,3.492619395E-1,2.206511137E0
5.531080692E0,-9.486730099E-1,1.941328287E0,3.492619395E-1,2.188771322E0
5.533293505E0,-9.132428169E-1,1.936441302E0,3.455967605E-1,2.168698799E0
5.535506317E0,-8.802561760E-1,1.929111004E0,3.407098353E-1,2.147650668E0
5.537719130E0,-8.497129083E-1,1.926667571E0,3.358229101E-1,2.132331349E0
5.539931942E0,-8.191696405E-1,1.932776213E0,3.260490894E-1,2.124375390E0
5.542144755E0,-7.910698652E-1,1.944993496E0,3.211621642E-1,2.124131909E0
5.544357567E0,-7.654135823E-1,1.954767346E0,3.187187016E-1,2.123335805E0
